"","trial","subject","ttype","run","gallery_left","gallery_right","art_left","art_right","stim_left","stim_right","val_left","val_right","rt","key_press","choice","chosen_val","chosen_gal","chosen_art","chosen_stim","unchosen_val","unchosen_gal","unchosen_art","unchosen_stim","chosen_val_grp","unchosen_val_grp"
"526",76,"3km2j2s4","learn_value","2","Cordelia","Marina","Roh","Dek","Rohlb2.jpeg","Dekob3.jpeg",40,20,1034.68500007875,75,"Right",20,"Marina","Dek","Dekob3.jpeg",40,"Cordelia","Roh","Rohlb2.jpeg","low","high"
"527",77,"3km2j2s4","learn_value","2","Cordelia","Marina","Roh","Dek","Rohb3n.jpeg","Deka3n.jpeg",80,20,499.220000114292,74,"Left",80,"Cordelia","Roh","Rohb3n.jpeg",20,"Marina","Dek","Deka3n.jpeg","high","low"
"528",78,"3km2j2s4","learn_value","2","Benedict","Marina","Cli","Dek","Clia2n.jpeg","Dekob3.jpeg",20,20,695.099999895319,75,"Right",20,"Marina","Dek","Dekob3.jpeg",20,"Benedict","Cli","Clia2n.jpeg","low","low"
"529",79,"3km2j2s4","learn_value","2","Marina","Cordelia","Dek","Roh","Dekob3.jpeg","Rohlb2.jpeg",20,40,644.984999904409,75,"Right",40,"Cordelia","Roh","Rohlb2.jpeg",20,"Marina","Dek","Dekob3.jpeg","high","low"
"530",80,"3km2j2s4","learn_value","2","Marina","Cordelia","Dek","Roh","Dekob3.jpeg","Rohla2.jpeg",20,40,1044.78000011295,74,"Left",20,"Marina","Dek","Dekob3.jpeg",40,"Cordelia","Roh","Rohla2.jpeg","low","high"
"531",81,"3km2j2s4","learn_value","2","Marina","Marina","Dek","Dek","Deka3n.jpeg","Dekoa2.jpeg",20,40,720.669999951497,75,"Right",40,"Marina","Dek","Dekoa2.jpeg",20,"Marina","Dek","Deka3n.jpeg","low","low"
"532",82,"3km2j2s4","learn_value","2","Benedict","Benedict","Cli","Cli","Clia2n.jpeg","Clifa1.jpeg",20,40,954.089999897406,75,"Right",40,"Benedict","Cli","Clifa1.jpeg",20,"Benedict","Cli","Clia2n.jpeg","low","low"
"533",83,"3km2j2s4","learn_value","2","Marina","Marina","Dek","Dek","Deka3n.jpeg","Dekob3.jpeg",20,20,1015.99499979056,75,"Right",20,"Marina","Dek","Dekob3.jpeg",20,"Marina","Dek","Deka3n.jpeg","low","low"
"534",84,"3km2j2s4","learn_value","2","Cordelia","Benedict","Roh","Cli","Rohb3n.jpeg","Clifa1.jpeg",80,40,843.164999969304,75,"Right",40,"Benedict","Cli","Clifa1.jpeg",80,"Cordelia","Roh","Rohb3n.jpeg","low","high"
"535",85,"3km2j2s4","learn_value","2","Benedict","Benedict","Cli","Cli","Clia3n.jpeg","Clib3n.jpeg",0,40,812.504999805242,75,"Right",40,"Benedict","Cli","Clib3n.jpeg",0,"Benedict","Cli","Clia3n.jpeg","low","low"
"536",86,"3km2j2s4","learn_value","2","Cordelia","Benedict","Roh","Cli","Rohla3.jpeg","Clia3n.jpeg",60,0,696.90000009723,74,"Left",60,"Cordelia","Roh","Rohla3.jpeg",0,"Benedict","Cli","Clia3n.jpeg","high","low"
"537",87,"3km2j2s4","learn_value","2","Marina","Marina","Dek","Dek","Dekob3.jpeg","Dekoa2.jpeg",20,40,667.26000001654,74,"Left",20,"Marina","Dek","Dekob3.jpeg",40,"Marina","Dek","Dekoa2.jpeg","low","low"
"538",88,"3km2j2s4","learn_value","2","Benedict","Benedict","Cli","Cli","Clib1n.jpeg","Clib3n.jpeg",20,40,678.379999939352,74,"Left",20,"Benedict","Cli","Clib1n.jpeg",40,"Benedict","Cli","Clib3n.jpeg","low","low"
"539",89,"3km2j2s4","learn_value","2","Cordelia","Cordelia","Roh","Roh","Rohla2.jpeg","Roha1n.jpeg",40,80,1318.62000003457,75,"Right",80,"Cordelia","Roh","Roha1n.jpeg",40,"Cordelia","Roh","Rohla2.jpeg","high","high"
"540",90,"3km2j2s4","learn_value","2","Cordelia","Benedict","Roh","Cli","Rohla3.jpeg","Clia2n.jpeg",60,20,823.59499996528,74,"Left",60,"Cordelia","Roh","Rohla3.jpeg",20,"Benedict","Cli","Clia2n.jpeg","high","low"
"541",1,"85kc3xjc","learn_value","1","Cordelia","Cordelia","Rot","Rot","Rotha3.jpeg","Rota1n.jpeg",40,60,659.989999607205,74,"Left",40,"Cordelia","Rot","Rotha3.jpeg",60,"Cordelia","Rot","Rota1n.jpeg","high","high"
"542",2,"85kc3xjc","learn_value","1","Marina","Benedict","Cli","Roh","Clib1n.jpeg","Rohla1.jpeg",20,60,1118.46000049263,74,"Left",20,"Marina","Cli","Clib1n.jpeg",60,"Benedict","Roh","Rohla1.jpeg","low","medium"
"543",3,"85kc3xjc","learn_value","1","Benedict","Cordelia","Roh","Rot","Rohla1.jpeg","Rotha3.jpeg",60,40,3384.93999931961,74,"Left",60,"Benedict","Roh","Rohla1.jpeg",40,"Cordelia","Rot","Rotha3.jpeg","medium","high"
"544",4,"85kc3xjc","learn_value","1","Cordelia","Marina","Rot","Cli","Rotha3.jpeg","Clifa1.jpeg",40,40,862.765000201762,75,"Right",40,"Marina","Cli","Clifa1.jpeg",40,"Cordelia","Rot","Rotha3.jpeg","low","high"
"545",5,"85kc3xjc","learn_value","1","Benedict","Benedict","Roh","Roh","Rohla3.jpeg","Roha1n.jpeg",40,60,726.759999990463,74,"Left",40,"Benedict","Roh","Rohla3.jpeg",60,"Benedict","Roh","Roha1n.jpeg","medium","medium"
"546",6,"85kc3xjc","learn_value","1","Marina","Cordelia","Cli","Rot","Clia3n.jpeg","Rota3n.jpeg",0,40,1011.54499966651,75,"Right",40,"Cordelia","Rot","Rota3n.jpeg",0,"Marina","Cli","Clia3n.jpeg","high","low"
"547",7,"85kc3xjc","learn_value","1","Cordelia","Cordelia","Rot","Rot","Rota1n.jpeg","Rothb2.jpeg",60,60,716.214999556541,74,"Left",60,"Cordelia","Rot","Rota1n.jpeg",60,"Cordelia","Rot","Rothb2.jpeg","high","high"
"548",8,"85kc3xjc","learn_value","1","Benedict","Benedict","Roh","Roh","Rohla1.jpeg","Rohb3n.jpeg",60,60,563.025000505149,75,"Right",60,"Benedict","Roh","Rohb3n.jpeg",60,"Benedict","Roh","Rohla1.jpeg","medium","medium"
"549",9,"85kc3xjc","learn_value","1","Benedict","Cordelia","Roh","Rot","Rohb3n.jpeg","Rotha3.jpeg",60,40,440.064999274909,75,"Right",40,"Cordelia","Rot","Rotha3.jpeg",60,"Benedict","Roh","Rohb3n.jpeg","high","medium"
"550",10,"85kc3xjc","learn_value","1","Marina","Marina","Cli","Cli","Clib1n.jpeg","Clia2n.jpeg",20,20,739.599999971688,74,"Left",20,"Marina","Cli","Clib1n.jpeg",20,"Marina","Cli","Clia2n.jpeg","low","low"
"551",11,"85kc3xjc","learn_value","1","Marina","Marina","Cli","Cli","Clia3n.jpeg","Clifa1.jpeg",0,40,387.365000322461,75,"Right",40,"Marina","Cli","Clifa1.jpeg",0,"Marina","Cli","Clia3n.jpeg","low","low"
"552",12,"85kc3xjc","learn_value","1","Cordelia","Marina","Rot","Cli","Rota1n.jpeg","Clifa2.jpeg",60,0,829.71499953419,74,"Left",60,"Cordelia","Rot","Rota1n.jpeg",0,"Marina","Cli","Clifa2.jpeg","high","low"
"553",13,"85kc3xjc","learn_value","1","Cordelia","Cordelia","Rot","Rot","Rotb1n.jpeg","Rota3n.jpeg",80,40,453.39999999851,75,"Right",40,"Cordelia","Rot","Rota3n.jpeg",80,"Cordelia","Rot","Rotb1n.jpeg","high","high"
"554",14,"85kc3xjc","learn_value","1","Benedict","Benedict","Roh","Roh","Roha1n.jpeg","Rohla1.jpeg",60,60,452.610000036657,74,"Left",60,"Benedict","Roh","Roha1n.jpeg",60,"Benedict","Roh","Rohla1.jpeg","medium","medium"
"555",15,"85kc3xjc","learn_value","1","Marina","Benedict","Cli","Roh","Clia2n.jpeg","Roha1n.jpeg",20,60,607.44500067085,75,"Right",60,"Benedict","Roh","Roha1n.jpeg",20,"Marina","Cli","Clia2n.jpeg","medium","low"
"556",16,"85kc3xjc","learn_value","1","Marina","Benedict","Cli","Roh","Clib3n.jpeg","Rohlb2.jpeg",40,20,685.354999266565,74,"Left",40,"Marina","Cli","Clib3n.jpeg",20,"Benedict","Roh","Rohlb2.jpeg","low","medium"
"557",17,"85kc3xjc","learn_value","1","Cordelia","Cordelia","Rot","Rot","Rotb2n.jpeg","Rota3n.jpeg",80,40,529.594999738038,75,"Right",40,"Cordelia","Rot","Rota3n.jpeg",80,"Cordelia","Rot","Rotb2n.jpeg","high","high"
"558",18,"85kc3xjc","learn_value","1","Marina","Cordelia","Cli","Rot","Clib1n.jpeg","Rotb1n.jpeg",20,80,567.549999803305,74,"Left",20,"Marina","Cli","Clib1n.jpeg",80,"Cordelia","Rot","Rotb1n.jpeg","low","high"
"559",19,"85kc3xjc","learn_value","1","Cordelia","Benedict","Rot","Roh","Rotb2n.jpeg","Roha1n.jpeg",80,60,446.735000237823,74,"Left",80,"Cordelia","Rot","Rotb2n.jpeg",60,"Benedict","Roh","Roha1n.jpeg","high","medium"
"560",20,"85kc3xjc","learn_value","1","Marina","Cordelia","Cli","Rot","Clia2n.jpeg","Rota3n.jpeg",20,40,647.97000028193,75,"Right",40,"Cordelia","Rot","Rota3n.jpeg",20,"Marina","Cli","Clia2n.jpeg","high","low"
"561",21,"85kc3xjc","learn_value","1","Marina","Marina","Cli","Cli","Clib3n.jpeg","Clib1n.jpeg",40,20,624.394999817014,75,"Right",20,"Marina","Cli","Clib1n.jpeg",40,"Marina","Cli","Clib3n.jpeg","low","low"
"562",22,"85kc3xjc","learn_value","1","Cordelia","Benedict","Rot","Roh","Rota1n.jpeg","Rohla3.jpeg",60,40,629.209999926388,75,"Right",40,"Benedict","Roh","Rohla3.jpeg",60,"Cordelia","Rot","Rota1n.jpeg","medium","high"
"563",23,"85kc3xjc","learn_value","1","Cordelia","Benedict","Rot","Roh","Rotb2n.jpeg","Rohla3.jpeg",80,40,543.665000237525,75,"Right",40,"Benedict","Roh","Rohla3.jpeg",80,"Cordelia","Rot","Rotb2n.jpeg","medium","high"
"564",24,"85kc3xjc","learn_value","1","Cordelia","Cordelia","Rot","Rot","Rothb2.jpeg","Rotha3.jpeg",60,40,499.354999512434,74,"Left",60,"Cordelia","Rot","Rothb2.jpeg",40,"Cordelia","Rot","Rotha3.jpeg","high","high"
"565",25,"85kc3xjc","learn_value","1","Cordelia","Cordelia","Rot","Rot","Rotb2n.jpeg","Rota1n.jpeg",80,60,804.384999908507,75,"Right",60,"Cordelia","Rot","Rota1n.jpeg",80,"Cordelia","Rot","Rotb2n.jpeg","high","high"
"566",26,"85kc3xjc","learn_value","1","Marina","Benedict","Cli","Roh","Clifa2.jpeg","Rohla2.jpeg",0,20,731.929999776185,75,"Right",20,"Benedict","Roh","Rohla2.jpeg",0,"Marina","Cli","Clifa2.jpeg","medium","low"
"567",27,"85kc3xjc","learn_value","1","Benedict","Benedict","Roh","Roh","Rohb3n.jpeg","Rohla3.jpeg",60,40,846.454999409616,74,"Left",60,"Benedict","Roh","Rohb3n.jpeg",40,"Benedict","Roh","Rohla3.jpeg","medium","medium"
"568",28,"85kc3xjc","learn_value","1","Benedict","Marina","Roh","Cli","Rohlb2.jpeg","Clia2n.jpeg",20,20,1274.86000023782,74,"Left",20,"Benedict","Roh","Rohlb2.jpeg",20,"Marina","Cli","Clia2n.jpeg","medium","low"
"569",29,"85kc3xjc","learn_value","1","Cordelia","Marina","Rot","Cli","Rothb2.jpeg","Clifa2.jpeg",60,0,869.810000061989,74,"Left",60,"Cordelia","Rot","Rothb2.jpeg",0,"Marina","Cli","Clifa2.jpeg","high","low"
"570",30,"85kc3xjc","learn_value","1","Cordelia","Cordelia","Rot","Rot","Rotb2n.jpeg","Rothb2.jpeg",80,60,810.639999806881,75,"Right",60,"Cordelia","Rot","Rothb2.jpeg",80,"Cordelia","Rot","Rotb2n.jpeg","high","high"
"571",31,"85kc3xjc","learn_value","1","Cordelia","Cordelia","Rot","Rot","Rotb1n.jpeg","Rota1n.jpeg",80,60,990.969999693334,75,"Right",60,"Cordelia","Rot","Rota1n.jpeg",80,"Cordelia","Rot","Rotb1n.jpeg","high","high"
"572",32,"85kc3xjc","learn_value","1","Benedict","Benedict","Roh","Roh","Rohla2.jpeg","Rohla3.jpeg",20,40,762.539999559522,74,"Left",20,"Benedict","Roh","Rohla2.jpeg",40,"Benedict","Roh","Rohla3.jpeg","medium","medium"
"573",33,"85kc3xjc","learn_value","1","Benedict","Marina","Roh","Cli","Rohlb2.jpeg","Clifa2.jpeg",20,0,812.16000020504,74,"Left",20,"Benedict","Roh","Rohlb2.jpeg",0,"Marina","Cli","Clifa2.jpeg","medium","low"
"574",34,"85kc3xjc","learn_value","1","Cordelia","Cordelia","Rot","Rot","Rotb2n.jpeg","Rotb1n.jpeg",80,80,695.430000312626,75,"Right",80,"Cordelia","Rot","Rotb1n.jpeg",80,"Cordelia","Rot","Rotb2n.jpeg","high","high"
"575",35,"85kc3xjc","learn_value","1","Marina","Benedict","Cli","Roh","Clia3n.jpeg","Rohla2.jpeg",0,20,1249.96499996632,74,"Left",0,"Marina","Cli","Clia3n.jpeg",20,"Benedict","Roh","Rohla2.jpeg","low","medium"
"576",36,"85kc3xjc","learn_value","1","Cordelia","Benedict","Rot","Roh","Rothb2.jpeg","Rohla2.jpeg",60,20,648.049999959767,75,"Right",20,"Benedict","Roh","Rohla2.jpeg",60,"Cordelia","Rot","Rothb2.jpeg","medium","high"
"577",37,"85kc3xjc","learn_value","1","Marina","Marina","Cli","Cli","Clifa1.jpeg","Clifa2.jpeg",40,0,935.344999656081,74,"Left",40,"Marina","Cli","Clifa1.jpeg",0,"Marina","Cli","Clifa2.jpeg","low","low"
"578",38,"85kc3xjc","learn_value","1","Benedict","Cordelia","Roh","Rot","Rohlb2.jpeg","Rotha3.jpeg",20,40,1159.25499983132,74,"Left",20,"Benedict","Roh","Rohlb2.jpeg",40,"Cordelia","Rot","Rotha3.jpeg","medium","high"
"579",39,"85kc3xjc","learn_value","1","Benedict","Benedict","Roh","Roh","Rohla1.jpeg","Rohlb2.jpeg",60,20,1436.47000007331,75,"Right",20,"Benedict","Roh","Rohlb2.jpeg",60,"Benedict","Roh","Rohla1.jpeg","medium","medium"
"580",40,"85kc3xjc","learn_value","1","Benedict","Benedict","Roh","Roh","Rohla2.jpeg","Rohlb2.jpeg",20,20,855.355000123382,75,"Right",20,"Benedict","Roh","Rohlb2.jpeg",20,"Benedict","Roh","Rohla2.jpeg","medium","medium"
"581",41,"85kc3xjc","learn_value","1","Marina","Marina","Cli","Cli","Clib1n.jpeg","Clifa2.jpeg",20,0,414.389999583364,75,"Right",0,"Marina","Cli","Clifa2.jpeg",20,"Marina","Cli","Clib1n.jpeg","low","low"
"582",42,"85kc3xjc","learn_value","1","Marina","Marina","Cli","Cli","Clib1n.jpeg","Clia3n.jpeg",20,0,1102.51499991864,75,"Right",0,"Marina","Cli","Clia3n.jpeg",20,"Marina","Cli","Clib1n.jpeg","low","low"
"583",43,"85kc3xjc","learn_value","1","Benedict","Marina","Roh","Cli","Rohlb2.jpeg","Clib3n.jpeg",20,40,912.219999358058,75,"Right",40,"Marina","Cli","Clib3n.jpeg",20,"Benedict","Roh","Rohlb2.jpeg","low","medium"
"584",44,"85kc3xjc","learn_value","1","Marina","Cordelia","Cli","Rot","Clifa1.jpeg","Rotha3.jpeg",40,40,632.439999841154,74,"Left",40,"Marina","Cli","Clifa1.jpeg",40,"Cordelia","Rot","Rotha3.jpeg","low","high"
"585",45,"85kc3xjc","learn_value","1","Marina","Marina","Cli","Cli","Clifa2.jpeg","Clib3n.jpeg",0,40,708.224999718368,75,"Right",40,"Marina","Cli","Clib3n.jpeg",0,"Marina","Cli","Clifa2.jpeg","low","low"
"586",46,"85kc3xjc","learn_value","1","Marina","Benedict","Cli","Roh","Clifa2.jpeg","Rohla3.jpeg",0,40,606.975000351667,75,"Right",40,"Benedict","Roh","Rohla3.jpeg",0,"Marina","Cli","Clifa2.jpeg","medium","low"
"587",47,"85kc3xjc","learn_value","2","Marina","Marina","Cli","Cli","Clib3n.jpeg","Clifa1.jpeg",40,40,1074.60999954492,74,"Left",40,"Marina","Cli","Clib3n.jpeg",40,"Marina","Cli","Clifa1.jpeg","low","low"
"588",48,"85kc3xjc","learn_value","2","Marina","Cordelia","Cli","Rot","Clib3n.jpeg","Rotha3.jpeg",40,40,362.834999337792,75,"Right",40,"Cordelia","Rot","Rotha3.jpeg",40,"Marina","Cli","Clib3n.jpeg","high","low"
"589",49,"85kc3xjc","learn_value","2","Marina","Cordelia","Cli","Rot","Clifa2.jpeg","Rotb2n.jpeg",0,80,155.045000836253,74,"Left",0,"Marina","Cli","Clifa2.jpeg",80,"Cordelia","Rot","Rotb2n.jpeg","low","high"
"590",50,"85kc3xjc","learn_value","2","Benedict","Benedict","Roh","Roh","Rohla2.jpeg","Rohb3n.jpeg",20,60,351.444999687374,75,"Right",60,"Benedict","Roh","Rohb3n.jpeg",20,"Benedict","Roh","Rohla2.jpeg","medium","medium"
"591",51,"85kc3xjc","learn_value","2","Marina","Marina","Cli","Cli","Clib3n.jpeg","Clia3n.jpeg",40,0,317.704999819398,74,"Left",40,"Marina","Cli","Clib3n.jpeg",0,"Marina","Cli","Clia3n.jpeg","low","low"
"592",52,"85kc3xjc","learn_value","2","Marina","Cordelia","Cli","Rot","Clia3n.jpeg","Rothb2.jpeg",0,60,1052.17000003904,75,"Right",60,"Cordelia","Rot","Rothb2.jpeg",0,"Marina","Cli","Clia3n.jpeg","high","low"
"593",53,"85kc3xjc","learn_value","2","Cordelia","Cordelia","Rot","Rot","Rota3n.jpeg","Rothb2.jpeg",40,60,958.899999968708,75,"Right",60,"Cordelia","Rot","Rothb2.jpeg",40,"Cordelia","Rot","Rota3n.jpeg","high","high"
"594",54,"85kc3xjc","learn_value","2","Benedict","Benedict","Roh","Roh","Rohlb2.jpeg","Roha1n.jpeg",20,60,710.159999318421,75,"Right",60,"Benedict","Roh","Roha1n.jpeg",20,"Benedict","Roh","Rohlb2.jpeg","medium","medium"
"595",55,"85kc3xjc","learn_value","2","Cordelia","Benedict","Rot","Roh","Rothb2.jpeg","Rohla3.jpeg",60,40,276.565000414848,74,"Left",60,"Cordelia","Rot","Rothb2.jpeg",40,"Benedict","Roh","Rohla3.jpeg","high","medium"
"596",56,"85kc3xjc","learn_value","2","Benedict","Marina","Roh","Cli","Rohb3n.jpeg","Clifa2.jpeg",60,0,1082.8749993816,75,"Right",0,"Marina","Cli","Clifa2.jpeg",60,"Benedict","Roh","Rohb3n.jpeg","low","medium"
"597",57,"85kc3xjc","learn_value","2","Benedict","Benedict","Roh","Roh","Rohlb2.jpeg","Rohla3.jpeg",20,40,525.225000455976,74,"Left",20,"Benedict","Roh","Rohlb2.jpeg",40,"Benedict","Roh","Rohla3.jpeg","medium","medium"
"598",58,"85kc3xjc","learn_value","2","Cordelia","Marina","Rot","Cli","Rotb2n.jpeg","Clia3n.jpeg",80,0,1785.40000040084,75,"Right",0,"Marina","Cli","Clia3n.jpeg",80,"Cordelia","Rot","Rotb2n.jpeg","low","high"
"599",59,"85kc3xjc","learn_value","2","Benedict","Marina","Roh","Cli","Rohb3n.jpeg","Clifa1.jpeg",60,40,608.155000023544,75,"Right",40,"Marina","Cli","Clifa1.jpeg",60,"Benedict","Roh","Rohb3n.jpeg","low","medium"
"600",60,"85kc3xjc","learn_value","2","Benedict","Marina","Roh","Cli","Rohla2.jpeg","Clifa1.jpeg",20,40,919.319999404252,74,"Left",20,"Benedict","Roh","Rohla2.jpeg",40,"Marina","Cli","Clifa1.jpeg","medium","low"
"601",61,"85kc3xjc","learn_value","2","Benedict","Marina","Roh","Cli","Rohla1.jpeg","Clia3n.jpeg",60,0,481.560000218451,75,"Right",0,"Marina","Cli","Clia3n.jpeg",60,"Benedict","Roh","Rohla1.jpeg","low","medium"
"602",62,"85kc3xjc","learn_value","2","Marina","Marina","Cli","Cli","Clia2n.jpeg","Clifa2.jpeg",20,0,637.570000253618,74,"Left",20,"Marina","Cli","Clia2n.jpeg",0,"Marina","Cli","Clifa2.jpeg","low","low"
"603",63,"85kc3xjc","learn_value","2","Marina","Marina","Cli","Cli","Clifa1.jpeg","Clib1n.jpeg",40,20,537.43000049144,75,"Right",20,"Marina","Cli","Clib1n.jpeg",40,"Marina","Cli","Clifa1.jpeg","low","low"
"604",64,"85kc3xjc","learn_value","2","Marina","Benedict","Cli","Roh","Clia3n.jpeg","Rohla1.jpeg",0,60,490.380000323057,74,"Left",0,"Marina","Cli","Clia3n.jpeg",60,"Benedict","Roh","Rohla1.jpeg","low","medium"
"605",65,"85kc3xjc","learn_value","2","Cordelia","Cordelia","Rot","Rot","Rota1n.jpeg","Rota3n.jpeg",60,40,423.069999553263,75,"Right",40,"Cordelia","Rot","Rota3n.jpeg",60,"Cordelia","Rot","Rota1n.jpeg","high","high"
"606",66,"85kc3xjc","learn_value","2","Cordelia","Benedict","Rot","Roh","Rota1n.jpeg","Roha1n.jpeg",60,60,375.734999775887,74,"Left",60,"Cordelia","Rot","Rota1n.jpeg",60,"Benedict","Roh","Roha1n.jpeg","high","medium"
"607",67,"85kc3xjc","learn_value","2","Benedict","Cordelia","Roh","Rot","Rohla1.jpeg","Rota3n.jpeg",60,40,311.014999635518,75,"Right",40,"Cordelia","Rot","Rota3n.jpeg",60,"Benedict","Roh","Rohla1.jpeg","high","medium"
"608",68,"85kc3xjc","learn_value","2","Marina","Cordelia","Cli","Rot","Clib1n.jpeg","Rotb2n.jpeg",20,80,1130.13000041246,75,"Right",80,"Cordelia","Rot","Rotb2n.jpeg",20,"Marina","Cli","Clib1n.jpeg","high","low"
"609",69,"85kc3xjc","learn_value","2","Marina","Marina","Cli","Cli","Clia2n.jpeg","Clib3n.jpeg",20,40,357.154999859631,74,"Left",20,"Marina","Cli","Clia2n.jpeg",40,"Marina","Cli","Clib3n.jpeg","low","low"
"610",70,"85kc3xjc","learn_value","2","Benedict","Benedict","Roh","Roh","Roha1n.jpeg","Rohb3n.jpeg",60,60,532.18499943614,75,"Right",60,"Benedict","Roh","Rohb3n.jpeg",60,"Benedict","Roh","Roha1n.jpeg","medium","medium"
"611",71,"85kc3xjc","learn_value","2","Cordelia","Benedict","Rot","Roh","Rotha3.jpeg","Rohb3n.jpeg",40,60,429.66500017792,75,"Right",60,"Benedict","Roh","Rohb3n.jpeg",40,"Cordelia","Rot","Rotha3.jpeg","medium","high"
"612",72,"85kc3xjc","learn_value","2","Benedict","Cordelia","Roh","Rot","Rohla2.jpeg","Rotb1n.jpeg",20,80,1903.26000005007,74,"Left",20,"Benedict","Roh","Rohla2.jpeg",80,"Cordelia","Rot","Rotb1n.jpeg","medium","high"
"613",73,"85kc3xjc","learn_value","2","Benedict","Benedict","Roh","Roh","Rohla2.jpeg","Roha1n.jpeg",20,60,423.595000058413,75,"Right",60,"Benedict","Roh","Roha1n.jpeg",20,"Benedict","Roh","Rohla2.jpeg","medium","medium"
"614",74,"85kc3xjc","learn_value","2","Cordelia","Cordelia","Rot","Rot","Rotb1n.jpeg","Rothb2.jpeg",80,60,609.199999831617,75,"Right",60,"Cordelia","Rot","Rothb2.jpeg",80,"Cordelia","Rot","Rotb1n.jpeg","high","high"
"615",75,"85kc3xjc","learn_value","2","Cordelia","Cordelia","Rot","Rot","Rotb1n.jpeg","Rotha3.jpeg",80,40,588.255000300705,74,"Left",80,"Cordelia","Rot","Rotb1n.jpeg",40,"Cordelia","Rot","Rotha3.jpeg","high","high"
"616",76,"85kc3xjc","learn_value","2","Benedict","Benedict","Roh","Roh","Rohla3.jpeg","Rohla1.jpeg",40,60,869.405000470579,75,"Right",60,"Benedict","Roh","Rohla1.jpeg",40,"Benedict","Roh","Rohla3.jpeg","medium","medium"
"617",77,"85kc3xjc","learn_value","2","Marina","Marina","Cli","Cli","Clia3n.jpeg","Clifa2.jpeg",0,0,617.194999940693,75,"Right",0,"Marina","Cli","Clifa2.jpeg",0,"Marina","Cli","Clia3n.jpeg","low","low"
"618",78,"85kc3xjc","learn_value","2","Cordelia","Benedict","Rot","Roh","Rota3n.jpeg","Roha1n.jpeg",40,60,740.23500084877,75,"Right",60,"Benedict","Roh","Roha1n.jpeg",40,"Cordelia","Rot","Rota3n.jpeg","medium","high"
"619",79,"85kc3xjc","learn_value","2","Cordelia","Cordelia","Rot","Rot","Rota3n.jpeg","Rotha3.jpeg",40,40,775.17499960959,75,"Right",40,"Cordelia","Rot","Rotha3.jpeg",40,"Cordelia","Rot","Rota3n.jpeg","high","high"
"620",80,"85kc3xjc","learn_value","2","Marina","Marina","Cli","Cli","Clia2n.jpeg","Clifa1.jpeg",20,40,800.619999878109,75,"Right",40,"Marina","Cli","Clifa1.jpeg",20,"Marina","Cli","Clia2n.jpeg","low","low"
"621",81,"85kc3xjc","learn_value","2","Benedict","Cordelia","Roh","Rot","Rohla3.jpeg","Rotb2n.jpeg",40,80,1214.4250003621,75,"Right",80,"Cordelia","Rot","Rotb2n.jpeg",40,"Benedict","Roh","Rohla3.jpeg","high","medium"
"622",82,"85kc3xjc","learn_value","2","Cordelia","Cordelia","Rot","Rot","Rotha3.jpeg","Rotb2n.jpeg",40,80,385.539999231696,75,"Right",80,"Cordelia","Rot","Rotb2n.jpeg",40,"Cordelia","Rot","Rotha3.jpeg","high","high"
"623",83,"85kc3xjc","learn_value","2","Marina","Marina","Cli","Cli","Clia2n.jpeg","Clia3n.jpeg",20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624",84,"85kc3xjc","learn_value","2","Marina","Cordelia","Cli","Rot","Clib3n.jpeg","Rota1n.jpeg",40,60,2210.52000019699,75,"Right",60,"Cordelia","Rot","Rota1n.jpeg",40,"Marina","Cli","Clib3n.jpeg","high","low"
"625",85,"85kc3xjc","learn_value","2","Cordelia","Benedict","Rot","Roh","Rotb2n.jpeg","Roha1n.jpeg",80,60,398.60500022769,75,"Right",60,"Benedict","Roh","Roha1n.jpeg",80,"Cordelia","Rot","Rotb2n.jpeg","medium","high"
"626",86,"85kc3xjc","learn_value","2","Marina","Cordelia","Cli","Rot","Clia2n.jpeg","Rotb2n.jpeg",20,80,637.409999966621,75,"Right",80,"Cordelia","Rot","Rotb2n.jpeg",20,"Marina","Cli","Clia2n.jpeg","high","low"
"627",87,"85kc3xjc","learn_value","2","Benedict","Benedict","Roh","Roh","Rohb3n.jpeg","Rohlb2.jpeg",60,20,564.389999955893,75,"Right",20,"Benedict","Roh","Rohlb2.jpeg",60,"Benedict","Roh","Rohb3n.jpeg","medium","medium"
"628",88,"85kc3xjc","learn_value","2","Benedict","Benedict","Roh","Roh","Rohla2.jpeg","Rohla1.jpeg",20,60,540.199999697506,75,"Right",60,"Benedict","Roh","Rohla1.jpeg",20,"Benedict","Roh","Rohla2.jpeg","medium","medium"
"629",89,"85kc3xjc","learn_value","2","Marina","Cordelia","Cli","Rot","Clifa2.jpeg","Rotha3.jpeg",0,40,527.995000593364,75,"Right",40,"Cordelia","Rot","Rotha3.jpeg",0,"Marina","Cli","Clifa2.jpeg","high","low"
"630",90,"85kc3xjc","learn_value","2","Benedict","Marina","Roh","Cli","Rohb3n.jpeg","Clib1n.jpeg",60,20,319.039999507368,74,"Left",60,"Benedict","Roh","Rohb3n.jpeg",20,"Marina","Cli","Clib1n.jpeg","medium","low"
"631",1,"lgeorx4q","learn_value","1","Marina","Marina","Roh","Roh","Rohb3n.jpeg","Rohla3.jpeg",40,20,3599.73999997601,74,"Left",40,"Marina","Roh","Rohb3n.jpeg",20,"Marina","Roh","Rohla3.jpeg","low","low"
